ticker,strategy_total_return,strategy_sharpe,strategy_max_dd,buy_hold_total_return,buy_hold_sharpe,buy_hold_max_dd
AAPL,-0.5804108707295992,-0.7560584307158819,-0.6300686803447442,1.2051300371534723,0.6197771819854041,-0.33433711682495604
MSFT,-0.3307427140905289,-0.3617083695453047,-0.5389478334127871,0.4064109490365564,0.2626422409322019,-0.3755646877094806
TSLA,0.34401814540275044,0.1352083705900895,-0.6876267471314688,0.7386212991604082,0.19849659103586034,-0.7363221699148719
JPM,1.0180933586684118,0.8021952408139205,-0.18097292850419155,1.1436262257258267,0.6741156637437478,-0.40645011060658964
XOM,0.6060021775226727,0.47747505095392606,-0.3069148290801984,1.170175716321039,0.6292112057387529,-0.20650842713010997
